experiment,order,id,trial,type,response,time_elapsed,target,distractor,occurrence,switch,negation
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,3,unknown,oval,162671,2,I,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,4,known,leg,173148,C,12,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,5,unknown,peacock,186958,4,F,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,6,known,red,193948,A,7,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,7,unknown,puzzle,204171,15,H,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,8,unknown,block,210149,15,M,2,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,9,unknown,block,216716,15,D,3,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,10,known,jump,242924,B,15,1,switch,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,11,known,sun,250570,L,8,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,12,unknown,plane,280267,16,G,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,13,unknown,tripod,288942,9,K,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,14,known,sit,300070,E,3,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,15,known,christmas,309230,J,5,1,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,16,known,tree,315251,J,1,2,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,17,known,cone,321825,J,6,3,standard,FALSE
1b,unknown first,57289eb1ab0f01d5a6c9773bbd7d0ff7,18,unknown,ball,331563,10,J,1,switch,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,3,known,animal,185481,B,12,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,4,unknown,art,193495,4,G,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,5,unknown,art,201730,5,K,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,6,known,write,210290,D,15,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,7,known,fruit,218855,A,1,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,8,known,fruit,225678,A,9,2,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,9,known,fruit,231537,A,10,3,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,10,unknown,art,239738,8,A,1,switch,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,11,unknown,art,247303,2,I,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,12,known,pine,256922,J,3,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,13,unknown,art,264933,11,C,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,14,known,wear on finger,279569,F,16,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,15,unknown,fan,294653,6,L,1,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,16,unknown,fan,302157,6,E,2,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,17,unknown,fan,309558,6,M,3,standard,FALSE
1b,known first,57a131cbf27b15fae841b5cd8d8ce473,18,known,lives in ocean,319763,N,6,1,switch,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,3,known,xmas tree,313499,J,1,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,4,unknown,sweet,331773,10,H,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,5,unknown,black star,357683,11,K,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,6,known,shoe,381986,C,5,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,7,known,cat,388962,B,16,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,8,known,cat,401218,B,6,2,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,9,known,cat,409762,B,2,3,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,10,unknown,round shape,429786,12,B,1,switch,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,11,unknown,glove shape,446778,3,A,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,12,known,ring,454250,F,7,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,13,unknown,game,475106,15,E,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,14,known,flower,501042,L,4,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,15,unknown,toy,512873,9,N,1,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,16,unknown,toy,522557,9,G,2,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,17,unknown,toy,531913,9,M,3,standard,FALSE
1b,known first,580c9c7079b3e5ecaf0d62acfeade09a,18,known,car,542601,I,9,1,switch,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,3,known,apple,163184,A,C,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,4,known,ring,168457,F,G,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,5,known,car,173148,I,B,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,6,known,flower,177338,L,D,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,7,known,cup,183365,M,H,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,8,known,cup,186878,M,E,2,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,9,known,cup,190197,M,K,3,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,10,known,crab,196036,N,M,1,switch,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,11,unknown,blocks,201953,15,3,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,12,unknown,spin toy,209143,12,11,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,13,unknown,flat bottom with tall middle,233421,7,5,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,14,unknown,darkest color,241613,6,16,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,15,unknown,toy with knobs,253338,9,8,1,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,16,unknown,toy with knobs,258704,9,10,2,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,17,unknown,toy with knobs,266961,9,1,3,standard,FALSE
1a,known first,5a465068dc1921fdaddec12091f99bc3,18,unknown,spiky toy,274038,4,9,1,switch,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,3,unknown,not animal,284705,2,N,1,standard,TRUE
1b,unknown first,5bf4b4c06068342749567914e1092b55,4,known,chair,291941,E,10,1,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,5,unknown,blocks,305211,15,F,1,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,6,known,flower,310685,L,7,1,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,7,unknown,not tree,321719,8,J,1,standard,TRUE
1b,unknown first,5bf4b4c06068342749567914e1092b55,8,unknown,not die,331701,8,H,2,standard,TRUE
1b,unknown first,5bf4b4c06068342749567914e1092b55,9,unknown,not cat,341115,8,B,3,standard,TRUE
1b,unknown first,5bf4b4c06068342749567914e1092b55,10,known,pen,347137,D,8,1,switch,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,11,known,butterfly,355276,K,12,1,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,12,unknown,not car,363055,6,I,1,standard,TRUE
1b,unknown first,5bf4b4c06068342749567914e1092b55,13,unknown,not apple,370337,5,A,1,standard,TRUE
1b,unknown first,5bf4b4c06068342749567914e1092b55,14,known,cup,377323,M,1,1,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,15,known,shoe,383625,C,9,1,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,16,known,shoe,388993,C,11,2,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,17,known,shoe,393703,C,16,3,standard,FALSE
1b,unknown first,5bf4b4c06068342749567914e1092b55,18,unknown,not shoe,400745,3,C,1,switch,TRUE
1a,unknown first,5c7c9fc0a5139ba6faeec7eadaef82c5,3,unknown,blocks,105415,15,16,1,standard,FALSE
1a,unknown first,5c7c9fc0a5139ba6faeec7eadaef82c5,4,unknown,toy like object,120526,9,10,1,standard,FALSE
1a,unknown first,5c7c9fc0a5139ba6faeec7eadaef82c5,5,unknown,fin like sculpture,132244,3,6,1,standard,FALSE
1a,unknown first,5c7c9fc0a5139ba6faeec7eadaef82c5,6,unknown,spiky balls,138702,1,11,1,standard,FALSE
1a,unknown first,5c7c9fc0a5139ba6faeec7eadaef82c5,7,unknown,clear container,148726,2,8,1,standard,FALSE
1a,unknown first,5c7c9fc0a5139ba6faeec7eadaef82c5,8,unknown,clear container,154783,2,4,2,standard,FALSE
