rt,response,locator,time_elapsed,trial,distractor,target,type,id,file
2856.775000007474,bird,NA,78810,1,practiceDistractor1,practiceTarget1,practice,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2688.750000001164,plane,NA,82368,2,practiceDistractor2,practiceTarget2,practice,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2402.6299999968614,cat,NA,88946,3,11,B,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
4335.765000010724,two,NA,94645,4,D,1,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
4963.944999995874,cymbals,NA,100970,5,F,12,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2615.6099999934668,flower,NA,104698,6,2,L,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2128.4149999992223,tree,NA,107688,7,8,J,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2332.8849999961676,tree,NA,112634,8,15,J,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2732.124999994994,tree,NA,116476,9,3,J,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
5782.03499999654,dumbell,NA,124869,10,J,5,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
5308.890000000247,left,NA,131791,11,M,6,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2149.7099999978673,chair,NA,134802,12,16,E,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
6951.860000001034,donut,NA,143115,13,A,4,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2306.2649999919813,dice,NA,148536,14,9,H,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
4515.755000000354,right,NA,155663,15,C,10,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2203.5499999910826,right,NA,159978,16,N,10,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2118.965000001481,left,NA,163959,17,K,10,unknown,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
2216.450000007171,fork,NA,168292,18,10,G,known,8,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-388U7OUMF8Q0OQJRWQHPK178V1AR0S.json
5036.274999962188,bird,NA,99158,1,practiceDistractor1,practiceTarget1,practice,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
4568.35499999579,airplane,NA,105607,2,practiceDistractor2,practiceTarget2,practice,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
2555.2349999779835,shoe,NA,111602,3,11,C,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
8509.759999986272,toy,NA,122745,4,E,12,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
17777.60999999009,art,NA,141906,5,F,7,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
4163.000000000466,fork,NA,147452,6,3,G,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
2297.0149999600835,crab,NA,150612,7,9,N,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
2310.8249999932013,crab,NA,155045,8,4,N,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
2424.5200000004843,crab,NA,158329,9,8,N,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
8491.135000018403,plastic,NA,167683,10,N,6,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
24434.674999967683,plunger looking thing,NA,194731,11,A,10,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
2007.015000039246,tree,NA,198858,12,15,J,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
4909.3400000128895,dog toy,NA,206894,13,L,2,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
5510.424999985844,dice,NA,213775,14,5,H,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
3738.7350000208244,toy,NA,218625,15,I,16,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
2161.0599999548867,toy,NA,223892,16,D,16,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
1345.2849999885075,toy,NA,227101,17,M,16,unknown,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
1708.669999963604,cat,NA,229932,18,16,B,known,5,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-39GHHAVOMGG0PQIF7MVIUDBU2WX4JU.json
3247.4400000010064,bird,NA,43682,1,practiceDistractor1,practiceTarget1,practice,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
3015.7300000009855,jet,NA,49826,2,practiceDistractor2,practiceTarget2,practice,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
3022.705000001224,dice,NA,56363,3,5,H,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
3162.669999999707,art,NA,61396,4,A,9,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
4248.4800000002,snowboard,NA,67511,5,D,7,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
15390.074999999342,chair,NA,84523,6,3,E,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
3011.339999999109,mug,NA,89651,7,2,M,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
2786.5550000005896,mug,NA,93813,8,1,M,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
2397.1700000001874,mug,NA,97827,9,16,M,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
7714.02499999931,plunger,NA,107410,10,M,10,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
2849.210000000312,art,NA,111883,11,C,12,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
5242.334999999002,fork,NA,119260,12,11,G,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
3598.7999999997555,blocks,NA,123981,13,K,15,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
2610.2800000007846,cat,NA,127714,14,6,B,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
4557.839999999487,ball,NA,134148,15,I,8,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
3119.0500000011525,ball,NA,139135,16,L,8,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
2569.590000000986,ball,NA,142571,17,N,8,unknown,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
2838.6700000009732,ring,NA,147277,18,8,F,known,20,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3IAEQB9FMF9ZV6177WFQM7Z8H5RWDM.json
16828.99999999971,bird,NA,174073,1,practiceDistractor1,practiceTarget1,practice,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
6668.999999999884,aeroplane,NA,183362,2,practiceDistractor2,practiceTarget2,practice,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
4378.000000000582,chair,NA,192052,3,7,E,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
20731.99999999997,pompom,NA,215392,4,C,4,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
23899.99999999962,Circular Saws,NA,241905,5,I,1,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
5395.000000000466,spoon,NA,249158,6,16,G,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
8230.999999999767,butterfly,NA,259004,7,2,K,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
13097.999999999942,butterfly,NA,274745,8,9,K,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
24204.99999999994,black hairstreak,NA,299809,9,3,K,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
15202.000000001164,metal,NA,317649,10,K,15,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
17755.99999999936,gun barrel,NA,337513,11,N,6,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
3057.9999999990687,cat,NA,341938,12,12,B,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
22207.99999999872,Impatiens,NA,366008,13,M,11,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
3704.0000000015134,apple,NA,371319,14,10,A,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
29603.00000000099,Monochrome,NA,402530,15,D,8,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
10257.999999999825,monochrome,NA,413897,16,L,8,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
18443.999999999476,Monochrome,NA,434453,17,F,8,unknown,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
20226.999999998952,Eastern white pine,NA,456557,18,8,J,known,34,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3LRKMWOKB66GMR8WLUFGPS2M1GDZ2D.json
4998.310000002617,bird,NA,1689275,1,practiceDistractor1,practiceTarget1,practice,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
7168.445000002859,plane,NA,1697562,2,practiceDistractor2,practiceTarget2,practice,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
3079.6549999976996,mug,NA,1703952,3,10,M,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
12473.020000001416,NOT fork,NA,1718542,4,G,11,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
12913.710000000661,Its NOT cat,NA,1732819,5,B,8,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
2759.37500000163,ring,NA,1736942,6,2,F,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
8395.455000001704,dumbell like thing,NA,1746952,7,5,J,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
5091.840000001015,tree,NA,1752911,8,9,J,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
2975.484999999171,tree,NA,1757253,9,12,J,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
29512.220000000438,donut like  white thing,NA,1789880,10,J,4,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
29419.855000000214,spiky objects which are connected,NA,1820416,11,H,1,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
3987.37000000244,butterfly,NA,1826019,12,3,K,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
11170.310000001453,not pen,NA,1838557,13,D,6,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
2375.0749999999534,car,NA,1843547,14,16,I,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
8037.165000001434,not flower,NA,1853698,15,L,7,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
5277.805000001565,not shoe,NA,1861592,16,C,7,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
6764.930000001099,not chair,NA,1869223,17,E,7,unknown,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
4232.734999997774,apple,NA,1874324,18,7,A,known,33,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3M0BCWMB8WL6G93NT0OKRHB8EKMWBM.json
3537.2949999873526,bird,NA,61134,1,practiceDistractor1,practiceTarget1,practice,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
8846.595000009984,plane,NA,72087,2,practiceDistractor2,practiceTarget2,practice,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
4963.505000050645,merow,NA,81031,3,2,B,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
5917.245000018738,hot air,NA,89054,4,D,16,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
7256.374999997206,crown,NA,98167,5,A,3,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
3279.305000032764,dice,NA,104055,6,9,H,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
2248.699999996461,ring,NA,107160,7,11,F,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
2398.7750000087544,ring,NA,110415,8,1,F,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
2133.994999981951,ring,NA,115655,9,8,F,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
6693.109999992885,fuzzy donut,NA,124455,10,F,4,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
4077.4300000048243,blocks,NA,131639,11,J,15,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
4009.66999999946,butterfly,NA,137255,12,12,K,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
3530.70999996271,barbell,NA,142143,13,G,5,unknown,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
5920.724999974482,cup,NA,148920,14,10,M,known,16,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-3NGI5ARFTUUFJ2OUFHH0TBQ3ZBSP11.json
