rt,response,locator,time_elapsed,trial,distractor,target,type,id,file
6838.044999865815,plane,NA,192598,2,practiceDistractor2,practiceTarget2,practice,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
4617.210000054911,ring,NA,207756,3,16,F,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
17746.82500003837,plunger,NA,226378,4,K,10,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
8272.579999873415,toy,NA,236514,5,M,7,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
5840.014999965206,tree,NA,243474,6,15,J,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
5122.29000008665,shoe,NA,250205,7,3,C,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
5423.8599999807775,shoe,NA,256786,8,4,C,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
6013.74000008218,shoe,NA,264167,9,12,C,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
5241.124999942258,toy,NA,272101,10,C,1,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
8258.239999879152,toy,NA,281491,11,A,9,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
8256.039999891073,flower,NA,290864,12,6,L,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
7862.715000053868,toy,NA,300126,13,H,5,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
5366.445000050589,cat,NA,308610,14,11,B,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
8349.97499990277,toy,NA,317937,15,N,8,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
5447.265000082552,toy,NA,326500,16,D,8,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
4692.62499990873,toy,NA,332858,17,G,8,unknown,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
3536.1699999775738,car,NA,338024,18,8,I,known,13,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3WR9XG3T64075VHD6D6LRN6LB1W74P.json
11067.03999999445,bird,NA,91202,1,practiceDistractor1,practiceTarget1,practice,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
8279.60999996867,jet,NA,101132,2,practiceDistractor2,practiceTarget2,practice,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
9402.014999999665,butterfly,NA,113922,3,1,K,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
10172.750000027008,not the crab,NA,122187,4,N,9,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
9437.634999980219,not the flower,NA,134755,5,L,12,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
5437.264999956824,car,NA,143363,6,2,I,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
6541.049999999814,tree,NA,152092,7,10,J,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
5729.8899999586865,tree,NA,160988,8,4,J,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
5334.26499995403,tree,NA,169476,9,7,J,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
6425.350000034086,not tree,NA,174888,10,J,3,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
6195.155000081286,not ring,NA,182512,11,F,5,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
3440.9600000362843,apple,NA,187096,12,16,A,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
7711.934999912046,not die,NA,195912,13,H,15,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
4539.6200000541285,cup,NA,202056,14,11,M,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
5339.644999941811,not cat,NA,208768,15,B,6,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
5943.379999953322,not fork,NA,216080,16,G,6,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
5902.074999990873,not pen,NA,223848,17,D,6,unknown,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
4346.100000082515,chair,NA,230048,18,6,E,known,31,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Y54SXRO1MATKR8ZYM049NWXZBBTUA.json
3479.7249999828637,bird,NA,67089,1,practiceDistractor1,practiceTarget1,practice,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
3429.1950000915676,plane,NA,73136,2,practiceDistractor2,practiceTarget2,practice,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
2887.834999943152,fruit,NA,78328,3,6,A,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
7151.285000145435,spiky item,NA,86590,4,E,1,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
3080.104999942705,vase,NA,90530,5,N,2,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
508822.6349998731,dice,NA,602463,6,10,H,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
2263.0849999841303,tree,NA,606591,7,3,J,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
2696.914999978617,tree,NA,612397,8,8,J,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
3180.6900000665337,tree,NA,617437,9,12,J,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
5386.149999918416,art,NA,624180,10,J,5,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
4676.614999771118,fluffly,NA,630474,11,C,4,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
3958.3449999336153,utensil,NA,637544,12,11,G,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
5085.660000098869,art,NA,644245,13,D,7,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
3932.0349998306483,insect,NA,649539,14,16,K,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
4184.385000029579,plastic,NA,656841,15,L,9,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
4225.1049999613315,plastic,NA,663175,16,B,9,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
2995.264999801293,plastic,NA,667787,17,F,9,unknown,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
2529.4449999928474,cup,NA,672182,18,9,M,known,27,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/338GLSUI43000P00OVVDPY4H9ZUSFJ-3Z9WI9EOZ0DPCMCS4EFDPHKBMQIKHU.json
14385.435000003781,bird,NA,111582,1,practiceDistractor1,practiceTarget1,practice,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
8917.50999999931,plane,NA,122596,2,practiceDistractor2,practiceTarget2,practice,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
11710.590000031516,drink from it,NA,138956,3,3,M,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
11347.409999987576,wear on foot,NA,151426,4,C,11,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
30691.569999966305,plunger or suction thing,NA,183511,5,J,10,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
7597.019999986514,pen,NA,193726,6,5,D,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
9635.44499996351,utinsel with tines,NA,206497,7,15,G,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
7181.930000020657,fork,NA,215304,8,1,G,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
12406.894999963697,utensil,NA,229072,9,16,G,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
28540.199999988545,round donut shape with 4 things sprouting off of it,NA,258471,10,G,4,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
16670.085000048857,flip flop for very fat foot,NA,278264,11,A,7,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
6174.094999965746,it purrs,NA,286305,12,8,B,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
38204.369999992196,glass obect with holes and a top,NA,325887,13,E,2,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
6030.934999987949,sedan,NA,333285,14,6,I,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
9929.394999984652,not a butterfly,NA,344581,15,K,9,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
8139.804999984335,not a flower,NA,354839,16,L,9,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
5889.889999991283,not a ring,NA,362090,17,F,9,unknown,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
11335.719999973662,gamble by throwing,NA,376548,18,9,H,known,32,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-37UEWGM5HUX0VF49S9LPY6QI0TGR1V.json
4001.7400000069756,bird,NA,90137,1,practiceDistractor1,practiceTarget1,practice,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
6757.205000001704,fly,NA,99501,2,practiceDistractor2,practiceTarget2,practice,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
8430.259999993723,drink,NA,125837,3,16,M,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
8366.880000015954,art,NA,136812,4,A,8,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
8684.919999999693,art,NA,148604,5,J,4,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
4895.695000013802,meow,NA,155108,6,9,B,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
6627.399999997579,spring,NA,163092,7,5,L,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
8467.055000015534,spring,NA,172916,8,15,L,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
5249.019999988377,spring,NA,180020,9,1,L,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
6460.305000015069,ear,NA,187589,10,L,10,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
7388.664999976754,art,NA,196084,11,D,11,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
6555.505000025732,sea,NA,203749,12,6,N,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
13925.474999996368,spining,NA,220780,13,H,12,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
4695.059999998193,sit,NA,226332,14,2,E,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
13524.065000005066,art,NA,241964,15,I,7,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
4255.85499999579,art,NA,247076,16,G,7,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
3416.5199999988545,art,NA,253100,17,F,7,unknown,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
5699.649999995017,walk,NA,260156,18,7,C,known,11,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3BPP3MA3TC9LQY5E9BE6VU5M547LEG-3TE3O85731X7K0M5BDL33P0NSZUR2C.json
4835.900000005495,bird,NA,78812,1,practiceDistractor1,practiceTarget1,practice,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
5203.815000015311,airplane,NA,86121,2,practiceDistractor2,practiceTarget2,practice,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
3400.5899999756366,tree,NA,93319,3,11,J,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
5344.74999998929,jet,NA,101769,4,I,16,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
7935.954999993555,art,NA,111810,5,F,8,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
3232.9700000118464,flower,NA,116148,6,5,L,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
4186.660000006668,apple,NA,121440,7,12,A,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
3319.4800000055693,apple,NA,126866,8,15,A,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
3759.230000025127,apple,NA,133739,9,1,A,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
8113.669999991544,sculpture,NA,143458,10,A,3,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
5247.205000021495,ski,NA,151312,11,H,7,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
5762.860000017099,butterfly,NA,158930,12,2,K,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
4395.000000018626,flower,NA,165431,13,C,4,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
2915.7300000078976,fork,NA,169701,14,10,G,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
8176.054999988992,art,NA,180983,15,N,9,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
2894.635000033304,art,NA,184734,16,E,9,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
4465.640000009444,art,NA,190554,17,M,9,unknown,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
1989.2049999907613,cat,NA,193899,18,9,B,known,23,/Users/dan/Projects/callab/tunkel/Negation2.0/Experiment2/contrastA/production-results/3JUDR1D0D6G4MF9B8WR1AFVRI74Q28-35GCEFQ6I6D5794FPUTL827E7UDZ3O.json
