rt,response,time_elapsed,trial,distractor,target,type,id
230465.84000001894,bird,259019,1,practiceDistractor1,practiceTarget1,practice,7
7884.925000020303,art,276863,3,5,10,known,7
16672.83000005409,Partner,295207,5,11,3,known,7
11619.120000046678,bird,314841,8,9,6,known,7
5586.684999987483,plane,323538,10,6,7,known,7
11578.67499999702,suction tool,340677,13,J,C,unknown,7
11477.069999964442,dog toy,354014,15,E,K,unknown,7
10315.230000007432,white object,366935,17,A,K,unknown,7
12473.73000002699,ufo shaped object,381021,19,NA,NA,NA,7
22284.950000001118,plastic object with vent,405164,21,NA,NA,NA,7
6932.380000012927,plastic object with vent,413958,23,NA,NA,NA,7
5486.350000021048,plastic object with vent,421559,25,NA,NA,NA,7
12469.975000014529,folded object,435642,27,NA,NA,NA,7
3579.150000005029,cat,441833,29,NA,NA,NA,7
2702.5099999736995,flower,446646,31,NA,NA,NA,7
2455.7600000407547,shoe,451712,33,NA,NA,NA,7
2591.054999968037,ring,457413,35,NA,NA,NA,7
2907.565000001341,butterfly,463430,37,NA,NA,NA,7
3032.2049999958836,butterfly,467823,39,NA,NA,NA,7
4219.184999994468,butterfly,473153,41,NA,NA,NA,7
2195.7949999487028,fork,477959,43,NA,NA,NA,7
10818.864999979269,bird,36155,1,practiceDistractor1,practiceTarget1,practice,9
7398.385000007693,art,47212,3,8,7,known,9
7183.829999994487,jen,57143,5,5,12,known,9
5005.895000009332,bird,70158,8,3,4,known,9
4048.1649999856018,fly,75647,10,4,10,known,9
6899.490000010701,long,86489,13,H,J,unknown,9
5736.464999994496,white,93598,15,G,A,unknown,9
3198.740000021644,silver,99903,17,L,A,unknown,9
5574.834999977611,black,108584,19,NA,NA,NA,9
11542.96500000055,spikes,121758,21,NA,NA,NA,9
3197.0000000146683,spikes,127081,23,NA,NA,NA,9
2467.514999996638,spikes,132690,25,NA,NA,NA,9
4290.945000015199,not spikes,138627,27,NA,NA,NA,9
2508.319999993546,ring,142244,29,NA,NA,NA,9
2351.2700000137556,cat,146483,31,NA,NA,NA,9
1930.6700000015553,tree,150286,33,NA,NA,NA,9
2348.200000007637,chair,154393,35,NA,NA,NA,9
2648.5000000102445,apple,157906,37,NA,NA,NA,9
1686.6600000066683,apple,160702,39,NA,NA,NA,9
1385.6099999975413,apple,163204,41,NA,NA,NA,9
2357.5650000129826,shoe,166455,43,NA,NA,NA,9
18081.429999991087,bird,219617,1,practiceDistractor1,practiceTarget1,practice,25
7432.784999982687,art,230713,3,7,11,known,25
5536.720000003697,AO,237492,5,9,8,known,25
5866.89999999362,bird,251368,8,12,1,known,25
8132.069999992382,flight,261361,10,1,3,known,25
14023.584999988088,dark,278630,13,C,L,unknown,25
10131.244999996852,small,290376,15,H,E,unknown,25
7308.055000001332,crumpled,300292,17,G,E,unknown,25
6038.060000020778,shiny,307690,19,NA,NA,NA,25
3694.1200000001118,art,312744,21,NA,NA,NA,25
6155.144999996992,art,319765,23,NA,NA,NA,25
4158.100000000559,art,325033,25,NA,NA,NA,25
6068.319999991218,white,332713,27,NA,NA,NA,25
4719.4650000019465,pen,338794,29,NA,NA,NA,25
3555.4749999719206,car,343460,31,NA,NA,NA,25
3521.070000017062,flower,350093,33,NA,NA,NA,25
3102.5599999993574,ring,354306,35,NA,NA,NA,25
17670.32500001369,chair,375086,37,NA,NA,NA,25
3795.3400000114925,chair,380993,39,NA,NA,NA,25
4245.009999984177,chair,386348,41,NA,NA,NA,25
4304.015000001527,fruit,393261,43,NA,NA,NA,25
12385.645000264049,bird,35988,1,practiceDistractor1,practiceTarget1,practice,27
16329.18499968946,art,54575,3,9,10,known,27
7435.7299990952015,sneakylawyer,64216,5,4,2,known,27
14496.105000376701,something that flys,86719,8,3,8,known,27
17243.894999846816,Something that is man made and flys,107071,10,8,6,known,27
9362.040000036359,something that blows air,120813,13,H,G,unknown,27
9703.579999506474,something that stands upright,131624,15,B,E,unknown,27
5624.804999679327,something smooth,138104,17,C,E,unknown,27
22565.954999998212,something that looks like a womans feminine product,163275,19,NA,NA,NA,27
15150.380000472069,something that looks like a metal flower,179282,21,NA,NA,NA,27
16665.97499884665,something that looks like a metal flower,197555,23,NA,NA,NA,27
15460.38000099361,something that looks like a metal flower,214622,25,NA,NA,NA,27
38041.96999967098,something that looks like it has two circles,254523,27,NA,NA,NA,27
9717.104999348521,something that you smell not eat,266846,29,NA,NA,NA,27
10055.850001052022,something that grows in the ground,278258,31,NA,NA,NA,27
5169.490000233054,something you eat with,284534,33,NA,NA,NA,27
7433.550000190735,something you wear on your finger,294073,35,NA,NA,NA,27
6180.844999849796,something you sit in,302861,37,NA,NA,NA,27
3781.5749999135733,something you sit in,309249,39,NA,NA,NA,27
4194.899998605251,something you sit in,315300,41,NA,NA,NA,27
4216.435000300407,something you write with,321123,43,NA,NA,NA,27
9297.105000001466,bird,95510,1,practiceDistractor1,practiceTarget1,practice,35
9314.589999999953,art,109840,3,3,8,known,35
14213.920000000144,hi,126096,5,5,9,known,35
5695.42999999976,pigeon,139802,8,6,12,known,35
7035.9150000003865,airplane,148203,10,12,1,known,35
39391.05000000016,cut up shapes that make a round object,191624,13,G,H,unknown,35
25542.830000000336,black looks like a 3d  on top of x,218801,15,I,B,unknown,35
24999.205000000075,lint roller with a bolt through it,246415,17,J,B,unknown,35
11847.775000000169,dog toy in the shape of a Y,259135,19,NA,NA,NA,35
30666.999999999476,like a flying saucer with a huge satelite dish on top,291930,21,NA,NA,NA,35
37555.9099999991,the same flying saucer from before also kind of looks like a spinning top,332604,23,NA,NA,NA,35
19814.08500000002,still the same flying saucer spinning top,355537,25,NA,NA,NA,35
23278.27999999863,and abstract sculpture sort of looks like the Jesus fish facing down,380942,27,NA,NA,NA,35
5988.2300000008545,butterfly,390058,29,NA,NA,NA,35
3612.7049999995506,apple,394788,31,NA,NA,NA,35
12024.784999999567,dice 6 on top,409435,33,NA,NA,NA,35
12307.499999998952,ring with big stone,424878,35,NA,NA,NA,35
3923.4699999997392,cat,431427,37,NA,NA,NA,35
3005.6549999990384,cat,435817,39,NA,NA,NA,35
3151.765000000538,cat,441072,41,NA,NA,NA,35
3234.8349999992643,shoe,447422,43,NA,NA,NA,35
8446.234999995795,bird,92359,1,practiceDistractor1,practiceTarget1,practice,1
17806.320000003325,art,116272,3,11,6,known,1
8161.110000000917,jay,129191,5,3,1,known,1
7023.369999995339,bird,144237,8,8,7,known,1
7699.509999991278,in the sky,153303,10,7,4,known,1
12216.804999989108,vented and has handles,168866,13,J,E,unknown,1
10487.510000006296,stick attatched,180969,15,D,I,unknown,1
8737.095000004047,shiny and hard,191816,17,H,I,unknown,1
13410.965000002761,has a plunger look,206338,19,NA,NA,NA,1
7132.174999991548,multicolored,214334,21,NA,NA,NA,1
15001.875000001746,long with a fold in the middle,230449,23,NA,NA,NA,1
10176.825000002282,rounded edges,241740,25,NA,NA,NA,1
5326.824999996461,prickly,247927,27,NA,NA,NA,1
5332.154999996419,used to eat,255124,29,NA,NA,NA,1
4397.705000010319,you wear,261633,31,NA,NA,NA,1
3737.7899999992223,you sit in,266483,33,NA,NA,NA,1
3621.710000006715,you eat,272720,35,NA,NA,NA,1
5422.469999990426,you drive,279006,37,NA,NA,NA,1
5199.3750000110595,you drive,286317,39,NA,NA,NA,1
8168.615000002319,put on seatbelt,295869,41,NA,NA,NA,1
8422.950000007404,purs,306401,43,NA,NA,NA,1
15835.974999994505,bird,541175,1,practiceDistractor1,practiceTarget1,practice,29
8604.090000008,art,553767,3,3,5,known,29
6949.090000009164,jon,563558,5,1,11,known,29
4402.26000000257,bird,575974,8,9,12,known,29
5596.619999996619,fly,583183,10,12,4,known,29
8976.989999995567,art,596158,13,A,G,unknown,29
13539.35000000638,radio,612312,15,C,B,unknown,29
5252.249999990454,ball,619423,17,J,B,unknown,29
6894.939999998314,flower,627177,19,NA,NA,NA,29
5646.630000002915,spin,633935,21,NA,NA,NA,29
5231.735000008484,spin,640529,23,NA,NA,NA,29
4609.185000008438,spin,646497,25,NA,NA,NA,29
5845.724999991944,cactus,653704,27,NA,NA,NA,29
7681.0049999912735,flower,663498,29,NA,NA,NA,29
3461.1950000107754,ring,667818,31,NA,NA,NA,29
5102.075000002515,fork,673777,33,NA,NA,NA,29
4102.634999988368,dice,678994,35,NA,NA,NA,29
3989.365000015823,cat,684842,37,NA,NA,NA,29
2983.314999990398,cat,688681,39,NA,NA,NA,29
2437.7999999851454,cat,694229,41,NA,NA,NA,29
2709.199999982957,pen,698297,43,NA,NA,NA,29
9600.619999997434,bird,46302,1,practiceDistractor1,practiceTarget1,practice,22
13543.109999998705,art,62188,3,4,5,known,22
8327.900000000227,Dud,75158,5,11,1,known,22
5435.8700000011595,bird,88600,8,7,2,known,22
3822.4000000009255,plane,93778,10,2,12,known,22
