mixed_repeated,order,id,trial,target_type,distractor_type,response,time_elapsed,target,distractor,file,occurrence,switch,negation
unknown repeated,mixed first,5c2058f8a5ed740d761c6cf497cf1bcf,12,unknown,unknown,brain like thing,172865,17,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/38LRF35D5LLLZQCBT5PB3QX8TUWU3S-3G2UL9A02E3LKILRP1Z0OLQZI0A678.json,1,standard,FALSE
unknown repeated,mixed first,5c2058f8a5ed740d761c6cf497cf1bcf,13,unknown,unknown,squishy balls,182345,1,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/38LRF35D5LLLZQCBT5PB3QX8TUWU3S-3G2UL9A02E3LKILRP1Z0OLQZI0A678.json,1,standard,FALSE
unknown repeated,mixed first,5c2058f8a5ed740d761c6cf497cf1bcf,14,unknown,unknown,black tool,192609,6,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/38LRF35D5LLLZQCBT5PB3QX8TUWU3S-3G2UL9A02E3LKILRP1Z0OLQZI0A678.json,1,standard,FALSE
unknown repeated,mixed first,5c2058f8a5ed740d761c6cf497cf1bcf,15,unknown,unknown,5 holed tool,203799,24,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/38LRF35D5LLLZQCBT5PB3QX8TUWU3S-3G2UL9A02E3LKILRP1Z0OLQZI0A678.json,1,standard,FALSE
unknown repeated,mixed first,5c2058f8a5ed740d761c6cf497cf1bcf,16,unknown,unknown,five holed tool,213857,24,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/38LRF35D5LLLZQCBT5PB3QX8TUWU3S-3G2UL9A02E3LKILRP1Z0OLQZI0A678.json,2,standard,FALSE
unknown repeated,mixed first,5c2058f8a5ed740d761c6cf497cf1bcf,17,unknown,unknown,five holed tool,222287,24,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/38LRF35D5LLLZQCBT5PB3QX8TUWU3S-3G2UL9A02E3LKILRP1Z0OLQZI0A678.json,3,standard,FALSE
unknown repeated,mixed first,5c2058f8a5ed740d761c6cf497cf1bcf,18,unknown,unknown,four toilet brushes,231031,4,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/38LRF35D5LLLZQCBT5PB3QX8TUWU3S-3G2UL9A02E3LKILRP1Z0OLQZI0A678.json,1,switch,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,3,unknown,known,Three oval holes and on either side 6 rectangular holes in a plastic thing,249038,18,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,4,known,unknown,dice,264224,H,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,5,unknown,known,spike blob,282132,19,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,6,known,unknown,chair,291832,E,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,7,unknown,known,ceramic piece that looks like white feathers,333936,3,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,8,unknown,known,white ceramic piece that looks like a cluster of feathers,359315,3,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,2,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,9,unknown,known,White ceramic thing that looks like a cluster of feathers,386141,3,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,3,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,10,known,unknown,apple,396018,A,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,switch,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,11,unknown,unknown,Two prong plastic object with a hat on top,446701,27,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,12,unknown,unknown,object with clusters of dark glass like features,497633,11,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,13,unknown,unknown,flying saucer this a circle of reflective material on top,540934,12,16,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,14,unknown,unknown,Heart slinky thing,556799,17,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,15,unknown,unknown,coconut donut with four sticks,593468,4,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,16,unknown,unknown,coconut donut with four sticks,608744,4,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,2,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,17,unknown,unknown,coconut donut with four sticks,622968,4,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,3,standard,FALSE
unknown repeated,mixed first,5fe7a99bec2199b7d2cd24eee89e0679,18,unknown,unknown,handle with cup lying on its side,668754,9,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3IFS6Q0HJJ8NW00KF560GFC0E5IIS1.json,1,switch,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,3,unknown,known,pen,346496,22,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,4,known,unknown,tree,356080,J,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,5,unknown,known,crab,399600,12,N,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,6,known,unknown,car,408519,I,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,7,unknown,known,art,417519,2,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,8,unknown,known,art,425896,2,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,2,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,9,unknown,known,chair,436671,2,E,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,3,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,10,known,unknown,game,447440,H,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,switch,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,11,unknown,unknown,art,462559,4,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,12,unknown,unknown,bell,475215,20,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,13,unknown,unknown,game,498199,26,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,14,unknown,unknown,pad,513639,18,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,15,unknown,unknown,art,524127,24,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,16,unknown,unknown,art,532198,24,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,2,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,17,unknown,unknown,art,539470,24,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,3,standard,FALSE
unknown repeated,mixed first,62130f6e7397ac2797e6047c590ead77,18,unknown,unknown,art,558830,1,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-3LS2AMNW5GFLF6WALWU05CTL8QVQOE.json,1,switch,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,3,unknown,known,art,85630,8,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,4,known,unknown,car,94815,I,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,5,unknown,known,art,104679,17,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,6,known,unknown,cat,113591,B,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,7,unknown,known,art,122850,24,E,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,8,unknown,known,art,131269,24,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,2,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,9,unknown,known,art,140692,24,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,3,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,10,known,unknown,fork,151476,G,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,switch,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,11,unknown,unknown,art,159864,4,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,12,unknown,unknown,puzzle,170400,15,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,13,unknown,unknown,earth,179399,21,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,14,unknown,unknown,ring,190218,22,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,15,unknown,unknown,white,203553,3,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,16,unknown,unknown,white,213804,3,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,2,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,17,unknown,unknown,white,223691,3,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,3,standard,FALSE
unknown repeated,mixed first,65396d3dcc9f4924ecac683fa06e6ae1,18,unknown,unknown,tool,233958,12,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3TZDZ3Y0JSVR5VAT8QG1J1VXIP991P-32AT8R96GMYS5RVK9MVEZI0B80BUSR.json,1,switch,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,3,unknown,known,puzzles,130019,15,N,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,4,known,unknown,evergreen,140609,J,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,5,unknown,known,coat rack,152920,25,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,6,known,unknown,fruit,166534,A,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,7,unknown,known,ring,178741,22,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,8,unknown,known,ring,188875,22,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,2,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,9,unknown,known,ring,197506,22,G,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,3,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,10,known,unknown,mug,208777,M,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,switch,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,11,unknown,unknown,squishy,227335,10,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,12,unknown,unknown,knot,236934,7,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,TRUE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,13,unknown,unknown,bone chew toy,263585,5,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,14,unknown,unknown,baby bottle,283942,9,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,15,unknown,unknown,mouse pad cover,306156,26,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,16,unknown,unknown,one hole,319465,26,24,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,2,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,17,unknown,unknown,one hole,329632,26,16,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,3,standard,FALSE
unknown repeated,mixed first,6624b94393b5104c7400f91c5c2bf202,18,unknown,unknown,wires frames,342790,21,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/3SV8KD29L4H8HNESKYGI14TP6YXZKX-3QXNC7EIPJKUKQN529H3TG7E0NC90M.json,1,switch,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,3,unknown,known,paddle,262967,24,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,4,known,unknown,chair,273661,E,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,5,unknown,known,bead,304186,26,L,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,6,known,unknown,crab,316054,N,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,7,unknown,known,barrel,343706,6,J,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,8,unknown,known,barrel,353599,6,D,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,2,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,9,unknown,known,barrel,362825,6,I,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,3,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,10,known,unknown,art,373210,A,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,switch,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,11,unknown,unknown,nippe,427888,27,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,12,unknown,unknown,sculpture,460756,3,16,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
unknown repeated,mixed first,66f8086ae242a25938629111ae957c59,13,unknown,unknown,twist,473018,5,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pre-reg2/2/production-results/385MDVINFC49C835RQWZ1LZUA7TWJ5-3OHYZ19UGDUTSQPTW0XEFCEG48AOA6.json,1,standard,FALSE
