rt,response,time_elapsed,trial,distractor,target,type,id
10100.744999999733,The object flies through the air,68517,2,practiceDistractor2,practiceTarget2,practice,15
10407.44000000086,The object is symmetrical and dark grey,79034,3,3,5,known,15
20489.424999999756,The object is two round shapes coming out of each other and clear plastic looking,99631,4,12,2,known,15
12885.824999999386,The object is symmetrical and is only one color,112626,5,8,11,known,15
23044.73999999938,The object is smooth,135781,6,4,1,known,15
16213.635000000068,The object has a circle,152107,7,4,7,known,15
29816.160000000324,The object is flat with a circle coming up off of it,182031,8,6,7,known,15
6787.834999999148,The object is flat with a circle coming up off of it,188926,9,9,7,known,15
7805.875,The object is round coming off of a stick,196842,10,7,10,known,15
4585.495000001189,The object has four legs,201538,11,F,E,unknown,15
5487.315000000293,The object is a fruit,207131,12,C,A,unknown,15
5564.705000000657,The object grows in fields,212803,13,H,L,unknown,15
4730.704999999929,The object is used to eat with,217641,14,K,G,unknown,15
24070.700000000215,the object is a furry animal,241820,15,K,B,unknown,15
4973.679999999149,the object is a furry animal,246903,16,J,B,unknown,15
4115.535000000818,the object is a furry animal,251126,17,D,B,unknown,15
6603.110000000044,The object is something you can transport yourself in,257840,18,B,I,unknown,15
8438.00999992527,bird,84947,1,practiceDistractor1,practiceTarget1,practice,34
6541.599999880418,plane,91591,2,practiceDistractor2,practiceTarget2,practice,34
2975.4500000271946,ring,94670,3,I,F,known,34
5129.625000059605,butterfly,99903,4,H,K,known,34
3168.980000074953,cat,103175,5,J,B,known,34
3365.860000019893,chair,106642,6,L,E,known,34
3005.8999999891967,pen,109751,7,L,D,known,34
3819.3500000052154,pen,113673,8,C,D,known,34
2915.009999880567,pen,116690,9,G,D,known,34
2995.9950000047684,apple,119790,10,D,A,known,34
35101.58999986015,the simpler shaped object,154995,11,8,7,unknown,34
14450.704999966547,black,169548,12,3,10,unknown,34
8895.870000123978,holes,178546,13,9,6,unknown,34
9288.835000013933,closer to being round,187943,14,1,11,unknown,34
5279.795000096783,spiky,193325,15,1,4,unknown,34
4202.559999888763,spiky,197630,16,2,4,unknown,34
2992.48499982059,spiky,200726,17,5,4,unknown,34
10797.939999960363,not spiky,211626,18,4,12,unknown,34
11484.730000000127,its a pigeon,53283,1,practiceDistractor1,practiceTarget1,practice,8
5668.189999999871,plane,59067,2,practiceDistractor2,practiceTarget2,practice,8
5267.789999999877,dress shoe,64452,3,A,C,known,8
5100.235000000335,chair,69669,4,F,E,known,8
5441.295000000086,SUV,75225,5,J,I,known,8
6130.17500000025,black pen,81477,6,L,D,known,8
3603.350000000326,cat,85189,7,L,B,known,8
3589.4699999998847,cat,88890,8,K,B,known,8
4383.190000000002,cat,93386,9,G,B,known,8
4603.149999999921,die,98101,10,B,H,known,8
14823.774999999834,not sure what this is,113037,11,11,7,unknown,8
7172.139999999665,unsure,120397,12,9,4,unknown,8
9417.549999999668,some sort of sculpture,129923,13,8,1,unknown,8
7947.334999999846,looks like a top,137983,14,10,12,unknown,8
5719.685000000027,unsure,143817,15,10,6,unknown,8
6542.150000000227,unsure,150474,16,2,6,unknown,8
4440.794999999984,unsure,155041,17,5,6,unknown,8
4889.090000000113,unsure,160042,18,6,3,unknown,8
6312.864999999874,bird,893601,1,practiceDistractor1,practiceTarget1,practice,13
3173.2999999949243,airplane,896877,2,practiceDistractor2,practiceTarget2,practice,13
4507.439999986673,drums,901489,3,11,12,known,13
11366.320000000997,plastic clear oval thing,912957,4,5,2,known,13
9921.889999997802,black and white rose object,922981,5,6,8,known,13
4991.559999994934,sandal,928077,6,9,7,known,13
5131.834999992861,weird rock shape,933314,7,9,3,known,13
3585.959999996703,weird rock shape,937002,8,1,3,known,13
3721.8299999949522,weird rock shape,940826,9,4,3,known,13
6171.974999990198,black plunger thing,947100,10,3,10,known,13
3819.000000003143,flower,951022,11,C,L,unknown,13
2821.8550000019604,tree,953947,12,E,J,unknown,13
2723.809999995865,fork,956773,13,K,G,unknown,13
2812.6000000047497,dice,959689,14,F,H,unknown,13
1865.3449999983422,car,961657,15,F,I,unknown,13
1600.9999999951106,car,963360,16,D,I,unknown,13
1306.0300000070129,car,964768,17,A,I,unknown,13
1600.0250000070082,cat,966470,18,I,B,unknown,13
11830.430000000197,Bird,72650,1,practiceDistractor1,practiceTarget1,practice,2
7458.795000000013,Aeroplane,80218,2,practiceDistractor2,practiceTarget2,practice,2
17369.82999999987,Gift,97700,3,9,1,known,2
25601.244999999835,sleeper,123409,4,6,7,known,2
6054.550000000061,Steel,129570,5,8,5,known,2
7432.534999999916,Round,137120,6,10,12,known,2
3603.570000000007,Gift,140834,7,10,3,known,2
5004.490000000049,Gift,145946,8,4,3,known,2
4876.584999999963,Gift,150929,9,2,3,known,2
7880.975000000035,Pipe,158925,10,3,11,known,2
11322.104999999952,Butterfly,170365,11,I,K,unknown,2
6043.660000000033,Sunflower,176520,12,C,L,unknown,2
4355.3749999998545,Apple,180980,13,J,A,unknown,2
3121.084999999992,Chair,184212,14,G,E,unknown,2
4417.750000000058,Tie,188738,15,G,H,unknown,2
2298.1400000001304,Tie,191146,16,F,H,unknown,2
3334.1949999999197,Tie,194588,17,D,H,unknown,2
2601.795000000042,Cat,197296,18,H,B,unknown,2
13444.275000001653,Pigeon,446326,1,practiceDistractor1,practiceTarget1,practice,35
3147.019999996701,plane,449576,2,practiceDistractor2,practiceTarget2,practice,35
16968.704999999318,maxi pad,466648,3,6,7,known,35
13591.009999996459,plunger looking thing,480344,4,2,10,known,35
12904.129999995348,cup with handle,493352,5,11,9,known,35
8696.4799999987,goldfish art,502152,6,4,1,known,35
12840.750000003027,ufo stick,515096,7,4,12,known,35
5618.860000002314,ufo stick,520824,8,3,12,known,35
5295.8199999993085,ufo top,526224,9,5,12,known,35
6008.685000000638,smashed ball,532336,10,12,8,known,35
2191.9999999953434,car,534632,11,L,I,unknown,35
2537.5000000058208,fork,537272,12,H,G,unknown,35
2864.02000000095,ring,540240,13,E,F,unknown,35
2041.590000000666,cat,542385,14,J,B,unknown,35
2116.9650000011316,pen,544608,15,J,D,unknown,35
2128.8950000016484,pen,546840,16,A,D,unknown,35
2409.7099999998463,pen,549352,17,C,D,unknown,35
3832.60000000149,butterfly,553288,18,D,K,unknown,35
15080,Pigeon,86724,1,practiceDistractor1,practiceTarget1,practice,23
4841,Airplane,91670,2,practiceDistractor2,practiceTarget2,practice,23
22233,Plastic object that looks like a rubber duck laying on its side,114009,3,5,2,known,23
61479,The object looks like a bell with a telephone looking thing at its base,175595,4,7,9,known,23
22472,The object looks like a duck or swan without a head,198173,5,4,3,known,23
22933,The object looks like a UFO with a cymbal on top of it,221212,6,1,12,known,23
43372,The object is symmetrical  and looks like it is made up of barrels,264690,7,1,11,known,23
31148,The object is symmetrical and geometric like a crystal,295944,8,10,11,known,23
54567,The object is geometric similar to a pet toy ball and instead of being round it has cylindrical protrusions,350618,9,8,11,known,23
40389,The object has a vent that looks like a target and two open sections at its side,391113,10,11,6,known,23
8104,a ring,399324,11,A,F,unknown,23
10959,a white phen with black cap at its end,410389,12,H,D,unknown,23
13012,a white cat with patches,423507,13,G,B,unknown,23
4993,a butterfly,428606,14,E,K,unknown,23
14128,a car with a black strick along its doors,442839,15,E,I,unknown,23
43767,A small four door car with a rubber looking bumber,486710,16,C,I,unknown,23
15693,A small grey car with a striped bumber on the doors,502507,17,L,I,unknown,23
10044,A scrawny tree,512658,18,I,J,unknown,23
6225.025000050664,pigeon,2064523,1,practiceDistractor1,practiceTarget1,practice,22
4089.7950001526624,airplane,2068719,2,practiceDistractor2,practiceTarget2,practice,22
10881.640000035986,light colored one,2079712,3,10,9,known,22
6124.220000114292,black one,2085944,4,12,6,known,22
6895.405000075698,translucent dark one,2092955,5,3,2,known,22
4906.405000016093,one with spines,2097986,6,5,4,known,22
12201.095000142232,spherical,2110308,7,5,11,known,22
5280.844999942929,sphere again,2115712,8,7,11,known,22
6799.799999920651,solid color sphere,2122619,9,8,11,known,22
4868.065000046045,tall one,2127595,10,11,1,known,22
3826.5100000426173,kitty cat,2131534,11,D,B,unknown,22
2078.3649999648333,tree,2133720,12,C,J,unknown,22
2545.68999982439,ring,2136394,13,K,F,unknown,22
4864.070000126958,fork,2141365,14,E,G,unknown,22
5797.590000089258,flower,2147291,15,E,L,unknown,22
1597.4500000011176,flower,2148995,16,H,L,unknown,22
29861.990000121295,flower,2178975,17,I,L,unknown,22
1857.3900000192225,apple,2180942,18,L,A,unknown,22
7018.530000001192,Onion,338890,1,practiceDistractor1,practiceTarget1,practice,25
5376.924999989569,Airplane,344374,2,practiceDistractor2,practiceTarget2,practice,25
6569.684999994934,Pump,351054,3,6,10,known,25
11369.524999987334,Ribbon,362529,4,7,8,known,25
5168.989999976475,Jar,367805,5,2,1,known,25
7392.07499998156,Cactus,375306,6,4,9,known,25
7388.489999982994,Tool,382801,7,4,5,known,25
6843.8050000113435,Wrapping,389754,8,11,5,known,25
4100.540000014007,Tool,393958,9,3,5,known,25
8332.055000006221,Lid,402397,10,5,12,known,25
5419.794999994338,Flower,407930,11,L,F,unknown,25
6357.194999989588,Dice,414394,12,H,G,unknown,25
4040.4750000452623,Shoes,418539,13,C,K,unknown,25
3850.15499999281,Car,422494,14,I,J,unknown,25
3358.089999994263,Cat,425961,15,I,B,unknown,25
4281.039999972563,Apple,430346,16,A,B,unknown,25
3956.5899999579415,Pen,434409,17,D,B,unknown,25
6253.205000015441,Cat,440770,18,B,E,unknown,25
10109.24999997951,fly,59158,1,practiceDistractor1,practiceTarget1,practice,1
8409.849999996368,stringed,67678,2,practiceDistractor2,practiceTarget2,practice,1
32621.24499998754,handle two bowls on crossbar,100408,3,5,9,known,1
23881.890000018757,spins like a,124397,4,11,12,known,1
34013.764999981504,long and flat with arm in the middle upward,158516,5,1,7,known,1
9559.91000001086,like a cactus,168184,6,2,4,known,1
12351.49500000989,like scalloped potatoes,180640,7,2,3,known,1
25036.390000022948,like stacked cookies fallen over,205783,8,8,3,known,1
14060.980000009295,Pringles on their side,219950,9,10,3,known,1
30735.494999971706,black plastic holes on one end,250794,10,3,6,known,1
9751.19999999879,black footwear,260650,11,H,C,unknown,1
6091.639999998733,feline,266847,12,I,B,unknown,1
11624.294999986887,type of plant,278581,13,F,L,unknown,1
9200.040000025183,write with it,287884,14,E,D,unknown,1
11450.475000019651,eat fresh or make a pie,299440,15,E,A,unknown,1
6281.094999983907,pie fruit,305826,16,G,A,unknown,1
19926.745000004303,William Tell shot it with an arrow,325858,17,J,A,unknown,1
18094.66500004055,delicate flying insect,344057,18,A,K,unknown,1
12231.425000121817,pidgeon,52929,1,practiceDistractor1,practiceTarget1,practice,18
9830.949999857694,Plane,62865,2,practiceDistractor2,practiceTarget2,practice,18
113446.8450001441,binky on a rail,176414,3,11,9,known,18
15640.035000164062,pronged dumbbell,192158,4,7,5,known,18
9440.419999882579,Vase,201701,5,3,2,known,18
24984.240000136197,fan casing,226789,6,4,6,known,18
19903.5000000149,futuristic cymbal,246797,7,4,12,known,18
14336.27499989234,futuristic cymbal,261236,8,1,12,known,18
7792.609999887645,futuristic cymbal,269132,9,10,12,known,18
58639.449999900535,abstract ornament,327875,10,12,8,known,18
3936.5250000264496,fork,331915,11,F,G,unknown,18
3440.605000127107,apple,335459,12,H,A,unknown,18
3129.285000031814,car,338691,13,K,I,unknown,18
6384.495000122115,tree,345179,14,L,J,unknown,18
4632.480000145733,shoe,349915,15,L,C,unknown,18
4056.824999861419,shoe,354075,16,D,C,unknown,18
2460.5149999260902,shoe,356639,17,B,C,unknown,18
2344.7849999647588,chair,359087,18,C,E,unknown,18
5990,bird,21982,1,practiceDistractor1,practiceTarget1,practice,27
4372,plane,26464,2,practiceDistractor2,practiceTarget2,practice,27
6648,plunger,33222,3,12,10,known,27
5303,art,38634,4,11,1,known,27
4939,toy,43682,5,7,9,known,27
4643,glass,48435,6,4,2,known,27
43285,feather,91828,7,4,3,known,27
4782,feather,96719,8,6,3,known,27
5946,art,102775,9,8,3,known,27
6189,dog toy,109073,10,3,5,known,27
3330,shoe,112512,11,G,C,unknown,27
7336,butterfly,119956,12,B,K,unknown,27
3632,chair,123696,13,I,E,unknown,27
2782,die,126587,14,F,H,unknown,27
2583,tree,129280,15,F,J,unknown,27
2387.9999999999854,tree,131777,16,A,J,unknown,27
2580,tree,134466,17,D,J,unknown,27
8321.99999999997,flower,142897,18,J,L,unknown,27
5112.870000069961,pigeon,45528,1,practiceDistractor1,practiceTarget1,practice,9
2696.8249999918044,plane,48336,2,practiceDistractor2,practiceTarget2,practice,9
14090.284999925643,black hose like connector,62535,3,2,11,known,9
15446.32999994792,white and black plastic wadded up like paper,78090,4,5,8,known,9
19508.559999987483,wood shoe with wood coming up in middle,97705,5,7,9,known,9
11284.620000049472,toy top,109098,6,4,12,known,9
6525.344999972731,plastic white cloud,115731,7,4,3,known,9
9659.769999794662,plastic whistle body,125499,8,6,3,known,9
7129.725000122562,plastic white cloud,132736,9,1,3,known,9
12471.239999867976,black bulb on plastic handle,145315,10,3,10,known,9
3579.979999922216,ink pen,149003,11,K,D,unknown,9
11681.95499991998,Gerbera daisy flower,160792,12,F,L,unknown,9
4049.7449999675155,wood chair,164949,13,A,E,unknown,9
2722.81499998644,meow,167779,14,H,B,unknown,9
2356.6950000822544,tree,170245,15,H,J,unknown,9
2362.2149999719113,tree,172714,16,C,J,unknown,9
1739.9599999189377,tree,174561,17,G,J,unknown,9
1951.05000003241,car,176620,18,J,I,unknown,9
14131.70500000706,choose pigeon,58310,1,practiceDistractor1,practiceTarget1,practice,24
10851.275000022724,choose plane,69266,2,practiceDistractor2,practiceTarget2,practice,24
95954.46999999695,choose the object that looks like a pointy ball,165329,3,9,11,known,24
44669.66999997385,choose the object that could be an avantgarde bench,210105,4,1,5,known,24
12791.674999985844,choose the object that appears hollow,223002,5,6,2,known,24
11870.59499998577,choose object that looks like a cactus,234977,6,3,4,known,24
13720.054999983404,choose the object that looks like a top,248804,7,3,12,known,24
9602.305000007618,choose the object that looks like a top,258510,8,10,12,known,24
9025.025000039022,choose the object that looks like a top,267642,9,8,12,known,24
33754.89000004018,choose the longer object,301502,10,12,7,known,24
4299.935000017285,choose the tree,305905,11,L,J,unknown,24
5078.640000021551,choose the butterfly,311087,12,E,K,unknown,24
4216.190000006463,choose the apple,315409,13,I,A,unknown,24
3923.7300000386313,choose the pen,319438,14,C,D,unknown,24
4045.635000045877,choose the ring,323587,15,C,F,unknown,24
4645.529999979772,choose the ring,328337,16,G,F,unknown,24
2937.6399999600835,choose the ring,331378,17,H,F,unknown,24
2876.5649999841116,choose the cat,334359,18,F,B,unknown,24
